"OTU","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","z","variable","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Confidence.Ranking","Growth.Morphology","Trait","Notes","Citation.Source"
"OTU821",0.022,0.04625,19,1,12.67,0.008,3.38,0.022,0.0224,0.041,0.047,0.047,0.984,0.976,3.88446150696248,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU574",0.028125,0.028,39,2,22.79,0.008,4.25,0.028,0.028,0.0345,0.048,0.05475,0.998,0.996,5.04642128301966,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU340",0.07425,0.039,20,2,14.19,0.008,4.57,0.0325,0.033,0.0405,0.07425,0.0745,0.998,0.98,5.6770824103106,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1359",0.02525,0.027,7,1,10.63,0.004,6.7,0.023,0.025,0.02575,0.028,0.034025,0.998,0.974,7.87000370513465,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus claroideum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU793",0.047,0.047,8,2,13.06,0.004,6.9,0.04575,0.046,0.047,0.0531375,0.05375625,1,0.996,7.61636763478768,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus luteum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU2417",0.022,0.022,5,1,39.02,0.004,7.07,0.021,0.022,0.0245,0.028,0.028,0.998,0.956,8.44555720406034,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU419",0.026,0.026,13,1,18.13,0.004,7.29,0.023,0.024,0.026,0.033,0.0335,1,1,7.09842199127996,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1418",0.0761,0.0562,10,2,19.08,0.004,7.36,0.0547375,0.05525,0.0626,0.0714,0.0756,0.982,0.964,9.35707105195365,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU991",0.046,0.045,23,2,19.39,0.004,7.63,0.02975,0.0385,0.045,0.046,0.0465,0.97,0.996,7.22409019952656,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1192",0.0682,0.06,12,2,25.39,0.004,7.91,0.055,0.055225,0.0642,0.0702,0.0756,0.986,0.984,10.1917759345808,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU877",0.053375,0.053125,4,2,10.81,0.004,8.41,0.049,0.05,0.053,0.05425,0.067,0.992,0.962,8.21347601512667,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU857",0.032,0.032,23,1,23.52,0.004,8.88,0.03,0.031,0.03275,0.034,0.034,1,1,9.63340514901068,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices","Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU751",0.0682,0.058,17,2,30.06,0.004,9.2,0.0545,0.055,0.0585,0.0682,0.0702,0.97,0.998,10.1863752059254,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1078",0.046,0.045,22,2,22.73,0.004,10.03,0.03995,0.04175,0.045,0.046,0.0462625,0.986,1,9.26927084206836,2,"z+","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU294",0.032,0.032,40,1,38.15,0.004,12.31,0.03,0.031,0.032,0.034,0.035,1,1,12.3487302252407,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus cubense","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU961",0.022,0.0224,7,1,36.43,0.004,12.9,0.022,0.022,0.0229,0.026,0.027,0.996,0.968,10.0446163737816,1,"z-","N","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU422",0.249128669963481,0.249128669963481,14,1,10.61,0.012,3.04,0.057501154833117,0.0662378826524319,0.178177186117656,0.25108496728744,0.25661821113242,1,0.99,4.26386477590378,1,"z-","NP","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA,"Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU817",0.1976863471601,0.212293187436362,11,1,9.17,0.008,3.16,0.140941574649387,0.143959654608879,0.1976863471601,0.212905094497401,0.216410092701594,0.988,0.964,3.68064522341748,1,"z-","NP","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA,"Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU2212",0.0409311967315989,0.106707685034263,14,1,13.31,0.004,5.15,0.0409311967315989,0.0412859371536672,0.102325799616646,0.14332926763904,0.14703397892487,0.998,0.978,6.97720068405218,1,"z-","NP","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA,"Diversispora","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1455",0.250989561066755,0.25075855280103,6,2,8.33,0.004,5.41,0.235532807683598,0.238216767773703,0.250989561066755,0.307997042250428,0.321675690877265,0.998,0.954,5.75395050758044,2,"z+","NP","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1067",0.0556249524903286,0.0712625015491321,11,1,13.67,0.004,5.49,0.0542244262043546,0.0542274671735899,0.0597652822341571,0.139573903854499,0.143296089377469,0.982,0.95,6.37588628398788,1,"z-","NP","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
